Код_товару;Назва_позиції;Назва_позиції_укр;Пошукові_запити;Пошукові_запити_укр;Опис;Опис_укр;Тип_товару;Ціна;Валюта;Одиниця_виміру;Мінімальний_обсяг_замовлення;Оптова_ціна;Мінімальне_замовлення_опт;Посилання_зображення;Наявність;Кількість;Номер_групи;Назва_групи;Посилання_підрозділу;Можливість_поставки;Термін_поставки;Спосіб_пакування;Спосіб_пакування_укр;Унікальний_ідентифікатор;Ідентифікатор_товару;Ідентифікатор_підрозділу;Ідентифікатор_групи;Виробник;Країна_виробник;Знижка;ID_групи_різновидів;Особисті_нотатки;Продукт_на_сайті;Термін_дії_знижки_від;Термін_дії_знижки_до;Ціна_від;Ярлик;HTML_заголовок;HTML_заголовок_укр;HTML_опис;HTML_опис_укр;Код_маркування_(GTIN);Номер_пристрою_(MPN);Вага,кг;Ширина,см;Висота,см;Довжина,см;Де_знаходиться_товар;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
600318;"Патч-панель 19"""" 48xRJ-45 UTP, кат. 6, 1U, dual type, Kingda";"Патч-панель 19"""" 48xRJ-45 UTP, кат. 6, 1U, dual type, Kingda";xRJ-45, патч панель, патч панель cat6, патч панель 24 порта, патч панель 48 портов, коммутационная панель, патч панель 19, панель 24 порта cat6, патч панель utp, патч панель ftp, патч панель экранированная, патч панель cat5e, патч панель cat6a;xRJ-45, патч панель, патч панель cat6, патч панель 24 порти, патч панель 48 портів, комутаційна панель, патч панель 19, панель 24 порти cat6, патч панель utp, патч панель ftp, патч панель екранована, патч панель cat5e, патч панель cat6a;Патч-панель кат. 6 UTP высокой плотности устанавливается в серверный шкаф или стойку и используется для подключения витой пары со стороны точки коммутации с активным сетевым оборудованием. Установочная высота 1U в направляющие 19 дюймов на четыре точки крепления. Основание панели изготовлено из стали с пластиковыми вставками под коннекторы RJ-45. Подключение заземления не предусмотрено, патч-панель неэкранированная.<br/>На лицевой стороне патч-панели расположены 48 портов с разъемами RJ-45 для подключения патч-кордов. Нанесена цифровая маркировка.<br/>На тыльной стороне расположена плата, на которой установлены пластиковые модули с медными ножами для расключения витой пары методом «забивки». Нанесена цветовая схема A и B. Витая пара подводится и крепится пластиковыми стяжками к кабельному организатору, рассчитанному на 48 линков.;Патч-панель кат. 6 UTP встановлюється в серверну шафу або стійку і використовується для підключення витої пари з боку точки комутації з активним мережевим обладнанням. Установча висота 1U в направляючі 19 дюймів на чотири точки кріплення. Основа панелі виготовлена зі сталі з пластиковими вставками під коннектори RJ-45. Підключення заземлення не перебачено, патч-панель неекранована.<br/>На лицьовій стороні патч-панелі розташовані 48 портів з роз'ємами RJ-45 для підключення патч-кордів. Нанесено цифрове маркування.<br/>На тильній стороні розташована плата, на якій встановлені пластикові модулі з мідними ножами для розключення витої пари методом «забивання». Нанесена кольорова схема A і B. Вита пара підводиться і кріпиться пластиковими стяжками до кабельного організатору, розрахованому на 48 линків.;r;2268;UAH;шт.;;;;https://images.prom.ua/6642130308_patch-panel-19-48xrj-45.jpg;-;0;17012475;Патч-панели;https://prom.ua/Patch-paneli;;;;;2854049855;;5092902;;;;;;E;https://oniks.org.ua/p2854049855-patch-panel-48xrj.html;;;-;;;;;;;;;;;;;Цвет;;Черный;Комплектация;;Патч-панель, документація;Висота, U;;1;Конструкция;;"19""""";Вес;г;2.1 кг;Количество портов;;48;Тип конектора;;RJ-45;Тип патч-панелі;;Мережева RJ-45;Екранування;;UTP;Особенности;;маркування модулів;Категория;;кат. 6;;;;;;;;;;;;;;;;;;;;;;;;
600332;Патч панель 1U 24 порта для модулей Corning FutureCom, с кабельным организатором, нержавеющая сталь, без модулей;Патч панель 1U 24 порта для модулів Corning FutureCom, з кабельним організатором, нержавіюча сталь, без модулів;патч панель, патч панель cat6, патч панель 24 порта, патч панель 48 портов, коммутационная панель, патч панель 19, панель 24 порта cat6, патч панель utp, патч панель ftp, патч панель экранированная, патч панель cat5e, патч панель cat6a;патч панель, патч панель cat6, патч панель 24 порти, патч панель 48 портів, комутаційна панель, патч панель 19, панель 24 порти cat6, патч панель utp, патч панель ftp, патч панель екранована, патч панель cat5e, патч панель cat6a;"Модульная патч-панель 19 24 порта LANscape – одна из составных частей структурированной кабельной системы (СКС), предназначена для расключения витой пари со стороны точки коммутации, например в серверном шкафу или коммутационной стойке.<br/>Преимущество модульной патч-панели:""";"Модульна патч-панель 19 24 порти LANscape - одна із складових частин структурованої кабельної системи (СКС), призначена для розключення витої пари з боку точки комутації, наприклад в серверній шафі або комутаційній стійці.<br/>Перевага модульної патч-панелі:""";r;464;UAH;шт.;;;;https://images.prom.ua/6642130305_patch-panel-1u.jpg;-;0;17012475;Патч-панели;https://prom.ua/Patch-paneli;;;;;2854049869;;5092902;;;;;;E;https://oniks.org.ua/p2854049869-patch-panel-porta.html;;;-;;;;;;;;;;;;;Цвет;;Серый;Комплектация;;Патч-панель, документація;Висота, U;;1;Конструкция;;"19""""";Вес;г;500 г;Количество портов;;24;Тип конектора;;LANscape;Тип патч-панелі;;Модульна;Екранування;;FTP;Особенности;;маркування модулів;Матеріал корпуса;;Нержавіюча сталь;;;;;;;;;;;;;;;;;;;;;;;;
600098;"Кронштейн настенный 19"""" 4U, глубь. 280 ... 480мм, серый (CMS-WB4U-480V-GR)";"Кронштейн настінний 19"""" 4U, глиб. 280…480мм, сірий (CMS-WB4U-480V-GR)";CMS-WB4U-480V-GR, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;CMS-WB4U-480V-GR, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;Открытый монтажный кронштейн 19” 4U предназначен для организации сетевого узла коммутации начального уровня. Это бюджетный вариант, который подходит для молодых компаний, предприятий, постов охраны с небольшим количеством оборудования и ограниченным бюджетом на построение локальной сети. По аналогии с настенными и напольными серверными шкафами, настенный кронштейн позволяет разместить сетевое оборудование формата 19”, такое как: патч-панели, организаторы, блоки розеток, коммутаторы, видеорегистраторы. Для размещения оборудование меньшего формата (медиаконвертеров, роутеров, оптических боксов) можно использовать консольные полки глубиной от 200 мм до 450 мм.<br/>Открытая конструкция – это одновременно плюс и минус этого изделия. Отсутствие стенок позволяет охлаждать активное оборудование естественным путем или с применением внешнего кондиционирования. Конструкция легко масштабируется по высоте путем установки второго кронштейна выше или ниже. В отличии от шкафов, в результате установки второго кронштейна мы получаем практически бесшовное соединение между 19 дюймовыми направляющими. Минусом можно назвать прямой доступ к оборудованию посторонних лиц, из-за чего нужно серьезно подходит к выбору места установки.<br/>Конструкция настенного коммутационного кронштейна состоит из шести элементов, которые собираются за 5-10 минут в готовое изделие. При сборке доступна регулировка по глубине от 280 мм до 480 мм. Жесткость кронштейну придает установленное в направляющие сетевое оборудование и комплектующие. Дополнительно можно установить крышку.;"Відкритий кронштейн 19"""" 4U призначений для організації мережевого вузла комутації початкового рівня. Це бюджетний варіант, який підходить для молодих компаній, підприємств, постів охорони з невеликою кількістю обладнання і обмеженим бюджетом на побудову локальної мережі. За аналогією з настінними і підлоговими серверними шафами, настінний кронштейн дозволяє розмістити мережеве обладнання формату 19"""", таке як: патч-панелі, організатори, блоки розеток, комутатори, відеореєстратори. Для розміщення обладнання меншого формату (медиаконвертеров, роутерів, оптичних боксів) можна використовувати консольні полиці глибиною від 200 мм до 450 мм.<br/>Відкрита конструкція – це одночасно плюс і мінус цього виробу. Відсутність стінок дозволяє охолоджувати активне мережеве обладнання природним шляхом або з застосуванням зовнішнього кондиціонування. Конструкція легко масштабується по висоті шляхом установки другого кронштейна вище або нижче. На відміну від шаф, в результаті установки другого кронштейна ми отримуємо практично безшовне з'єднання між 19 дюймовими напрямними. Мінусом можна назвати прямий доступ до обладнання сторонніх осіб, з-за чого потрібно серйозно підходити до вибору місця установки.<br/>Конструкція настінного комутаційного кронштейна складається з шести елементів, які збираються за 5-10 хвилин в готовий виріб. При складанні доступне регулювання по глибині від 280 мм до 480 мм. Жорсткість кронштейну надає встановлене в напрямні мережеве обладнання та комплектуючі. Додатково можна встановити дах.";r;1157;UAH;шт.;;;;https://images.prom.ua/4868686412_kronshtejn-nastennyj-19.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049243;;70306;;CMS;;;;E;https://oniks.org.ua/p2854049243-kronshtejn-nastennyj-glub.html;;;-;;;;;;;;;;;;;Цвет;;Серый;Комплектация;;елементи каркасу – 6 шт, комплект кріплення;Глубина;;489;Ширина;мм;515;Інше;;"Направляючі 19"""": без маркування юнітів<br>Товщина металу, мм: 1,2<br>Допустиме навантаження, кг: 20";Висота, U;;4;Конструкция;;"19""""";Вес;г;2.7 кг;Розміри;;202х489х515 мм;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600169;"Уличный шкаф 19"" внешнего исполнения VA 12U-450";"Вулична шафа 19"" зовнішнього виконання VA 12U-450";серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;"В модельном ряду присутствуют шкафы с классическим способом установки оборудования и шкафы с вертикальным размещением.<br/>Шкафы комплектуются кронштейном для монтажа на столб или вертикальную опору с помощью металлической ленты.<br/>Шкафы комплектуются выдвижной или откидной рамой для удобного доступа к оборудованию при обслуживании и монтаже.<br/>В комплект шкафа входит легкосъемный кронштейн для установки вентилятора. Также в комплект входит решетка для установки фильтра.<br/>В комплект шкафа входят защитные накладки на вентиляционные жалюзи. При установке на большой высоте и сильном ветре они предохраняют внутренний объем шкафа от попадания воды.<br/>Шкаф укомплектован тремя замками. Первый, с ключем типа """"бабочка"""" предназначен для плотного закрытия двери. Два других, типа АРИКО ВС-2, обеспечивают защиту от несанкционированного проникновения.<br/>Шкафы имеют по 4 ввода кабеля диаметром 18,2 мм и 3 - диаметром 6,5 мм. Совместимы с гермовводами типа PG-11 и PG-29.<br/>По степени защищенности шкафы соответствуют IP 54";"У модельному ряду присутні шафи з класичним способом встановлення устаткування і шафи з вертикальним розміщенням.<br/>Шафи комплектуються кронштейном для монтажу на стовп або вертикальну опору за допомогою металевої стрічки.<br/>Шафи комплектуються висувною або відкидною рамою для зручного доступу до обладнання при обслуговуванні і монтажі.<br/>У комплект шафи входить легкознімний кронштейн для встановлення вентилятора. Також в комплект входить решітка для встановлення фільтра.<br/>У комплект шафи входять захисні накладки на вентиляційні жалюзі. При встановленні на великій висоті і сильному вітрі вони оберігають внутрішній об'єм шафи від потрапляння води.<br/>Шафа укомплектована трьома замками. Перший, з ключем типу """"метелик"""" призначений для щільного закриття дверей. Два інших, типу Арік ВС-2, забезпечують захист від несанкціонованого проникнення.<br/>Шафи мають по 4 введення кабелю діаметром 18,2 мм і 3 - діаметром 6,5 мм. Сумісні з гермовводами типу PG-11 і PG-29.<br/>За ступенем захищеності шафи відповідають IP 54";r;9525;UAH;шт.;;;;https://images.prom.ua/6961259393_ulichnyj-shkaf-19.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049314;;70306;;арико;;;;E;https://oniks.org.ua/p2854049314-ulichnyj-shkaf-vneshnego.html;;;-;;;;;;;;;;;;;Цвет;;Серый;Глубина;;480 мм;Ширина;мм;590 мм;Висота, U;;12;Конструкция;;"19""""";Ввод кабеля;;по 4 ввода кабеля диаметром 18,2мм. и 3 ввода – диаметром 6,5мм. Совместимы с гермовводами типа PG-11 и PG-29,;Вентиляционные отверстия;;є;Двери;;металеві суцільні;Розміри;;615х665х480 мм;Робоча глибина (мм);;450;Степень защиты;;IP54;Замок;;"Шафа укомплектована трьома замками. Перший, з ключем типу """"метелик"""" призначений для щільного закриття дверей. Два інших, типу АРІКО ВС-2, забезпечують захист від несанкціонованого проникнення,";;;;;;;;;;;;;;;;;;;;;
600283;"Стойка-кронштейн Cube 19"""" 9U 550х550х550 мм, усиленная, черная, CMS (UA-OFLC955W2.0-BK)";"Стійка-кронштейн Cube 19"""" 9U 550х550х550 мм, посилена, чорна, CMS (UA-OFLC955W2.0-BK)";UA-OFLC955W2, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;UA-OFLC955W2, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;"Компактный размер в разобранном виде. Со всех сторон 19- дюймов, и вертикально и горизонтально. Все шесть граней куба одинаковы Дополнительные направляющие могут обеспечить место под крепление 10-дюймов и одновременно могут регулировать глубину крепления оборудования. Устанавливается на стену как кронштейн, на пол как стойка.<br/>""""Cube"""" можно соединять между собой, масштабируя как вверх, ширину, глубину, кратно 550 мм (9U).";"Компактний розмір у розібраному вигляді. З усіх боків 19-дюймів, і вертикально і горизонтально. Усі шість граней куба однакові Додаткові напрямні можуть забезпечити місце під кріплення 10-дюймів і одночасно можуть регулювати глибину кріплення обладнання. Встановлюється на стіну як кронштейн, на підлогу як стійка.<br/>""""Cube"""" можна з'єднувати між собою, масштабуючи як вверх, ширину, глибину, кратно 550 мм (9U).";r;4412;UAH;шт.;;;;https://images.prom.ua/6642129760_stojka-kronshtejn-cube-19.jpg;-;0;91056839;Серверные стойки;https://prom.ua/Shkafy-servernye;;;;;2854049820;;70306;;CMS;;;;E;https://oniks.org.ua/p2854049820-stojka-kronshtejn-cube.html;;;-;;;;;;;;;;;;;Цвет;;Черный;Комплектация;;Гвинт М5 100шт (довжина різьби 10 мм)<br>Деталь каркаса №1 - 4 шт<br>Деталь каркаса №2 - 4 шт<br>Деталь каркаса №3 - 4 шт;Глубина;;550;Ширина;мм;550;Інше;;Матеріал сталь 2.0 мм, посилена;Висота, U;;9;Конструкция;;"19""""";Розміри (ВxШxГ);;550х550х550 мм;Вес;г;9,4 кг;Тип стійки;;Дворамна;;;;;;;;;;;;;;;;;;;;;;;;;;;
600034;Настенный серверный шкаф 6U эконом, акрил (UA-MGSWL635G);Настінна серверна шафа 6U економ, акрил (UA-MGSWL635G);UA-MGSWL635G, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;UA-MGSWL635G, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;Шкафы телекоммуникационные MGSWL предназначены для размещения электронного и/или электротехнического оборудования систем передачи информации,выполненного в 19 - дюймовом стандарте.<br/>Шкаф поставляется<br/>в разобраном виде и в картонной упаковке.<br/>Вариант исполнения шкафа в двух цветах: серый и черный.<br/>Основные отличия от серии MGSWA:;Шафи телекомунікаційні MGSWL призначені для розміщення електронного та/або електротехнічного обладнання систем передачі інформації,виконаного в 19 - дюймовому стандарті.<br/>Шафа поставляється в двох кольорах: сірий і чорний, в розібраному вигляді і в картонній упаковці.;r;5984;UAH;шт.;;;;https://images.prom.ua/4868680043_nastennyj-servernyj-shkaf.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049179;;70306;;;;;;E;https://oniks.org.ua/p2854049179-nastennyj-servernyj-shkaf.html;;;-;;;;;;;;;;;;;Цвет;;Серый;Комплектация;;"каркас (4 елементи)<br>задня панель (1 елемент)<br>бічні двері (2 елементи)<br>передні двері з акриловим склом (1 елемент)<br>19"""" напрямні (1 пара)<br>комплект кріплення (гвинти та гайки)";Глубина;;350;Ширина;мм;600;Інше;;Шафа поставляється у двох кольорах: сірий і чорний, у розібраному вигляді та у картонній упаковці;Висота, U;;6;Конструкция;;"19""""";Максимальне навантаженя;;50 кг;Розміри (ВxШxГ);;373х602х350 мм;Ввод кабеля;;Кабельні вводи розташовані з трьох сторін: на верхній та нижній поверхні та два отвори на задній стінці. На металі є висічка для виламування отвору необхідного розміру. Можливе регулювання кабельного введення в трьох розмірах: 58x50, 116x50 та 174x50 мм;Вентиляционные отверстия;;для кріплення вентиляторів 120 мм розташовані на верхній та нижній панелях;Двери;;з прозорим акриловим склом;Вес;г;10,6 кг;Робоча глибина (мм);;310;Боковые стенки;;закриваються на замок;;;;;;;;;;;;
600051;Серверный настенный шкаф 9U эконом, акрил (UA-MGSWL95G);Серверна настінна шафа 9U економ, акрил (UA-MGSWL95G);UA-MGSWL95G, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;UA-MGSWL95G, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;Шкафы телекоммуникационные MGSWL предназначены для размещения электронного и/или электротехнического оборудования систем передачи информации,выполненного в 19 - дюймовом стандарте.<br/>Шкаф поставляется<br/>в разобраном виде и в картонной упаковке.<br/>Вариант исполнения шкафа в двух цветах: серый и черный.<br/>Основные отличия от серии MGSWA:;Шафи телекомунікаційні MGSWL призначені для розміщення електронного та/або електротехнічного обладнання систем передачі інформації,виконаного в 19 - дюймовому стандарті.<br/>Шафа поставляється в двох кольорах: сірий і чорний, в розібраному вигляді і в картонній упаковці.;r;7409;UAH;шт.;;;;https://images.prom.ua/5158809777_servernyj-nastennyj-shkaf.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049196;;70306;;;;;;E;https://oniks.org.ua/p2854049196-servernyj-nastennyj-shkaf.html;;;-;;;;;;;;;;;;;Цвет;;Серый;Комплектация;;"каркас (4 елементи)<br>задня панель (1 елемент)<br>бічні двері (2 елементи)<br>передні двері з акриловим склом (1 елемент)<br>19"""" напрямні (1 пара)<br>комплект кріплення (гвинти та гайки)";Глубина;;500;Ширина;мм;600;Інше;;Шафа поставляється у двох кольорах: сірий і чорний, у розібраному вигляді та у картонній упаковці;Висота, U;;9;Конструкция;;"19""""";Максимальне навантаженя;;50 кг;Розміри (ВxШxГ);;507х602х500 мм;Ввод кабеля;;Кабельні вводи розташовані з трьох сторін: на верхній та нижній поверхні та два отвори на задній стінці. На металі є висічка для виламування отвору необхідного розміру. Можливе регулювання кабельного введення в трьох розмірах: 58x50, 116x50 та 174x50 мм;Вентиляционные отверстия;;для кріплення вентиляторів 120 мм розташовані на верхній та нижній панелях;Двери;;з прозорим акриловим склом;Вес;г;15,6 кг;Робоча глибина (мм);;460;Боковые стенки;;закриваються на замок;;;;;;;;;;;;
600062;Настенный шкаф 19 дюймов 12U, акрил (UA-MGSWA125B);Настінна шафа 19 дюймів 12U, акрил (UA-MGSWA125B);UA-MGSWA125B, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;UA-MGSWA125B, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;Шкафы телекоммуникационные MGSWA предназначены для размещения электронного и/или электротехнического оборудования систем передачи информации,выполненного в 19 - дюймовом стандарте (система несущих конструкций серии 482,6 мм ГОСТ 28601-90, IEC 297 и ДСТУ 3040-95), а также для защиты от несанкционированного доступа к этому оборудованию.<br/>Шкафы изготовлены в климатическом исполнении УХЛ категории 4.2 по ГОСТ 15150.<br/>Вентиляционные отверстия расположены сбоку.<br/>Шкаф имеет цельносварную конструкцию рамы, вследствие чего шкаф способен выдерживать значительные нагрузки.<br/>Шкаф поставляется в разобраном виде, в картонной упаковке.<br/>Также опционально возможна поставка этой модели шкафа с дверью из калленого стекла либо цельнометаллической дверью.;Шафи телекомунікаційні MGSWA призначені для розміщення електронного та/або електротехнічного обладнання систем передачі інформації, виконаного в 19 - дюймовому стандарті (система несучих конструкцій серії 482,6 мм ГОСТ 28601-90, IEC 297 та ДСТУ 3040-95), а також для захисту від несанкціонованого доступу до цього обладнання.<br/>Шафи виготовлені в кліматичному виконанні УХЛ категорії 4.2 по ГОСТ 15150.<br/>Вентиляційні отвори розташовані збоку.<br/>Шафа має суцільнозварну конструкцію рами, внаслідок чого здатна витримувати значні навантаження.<br/>Шафа поставляється в розібраному вигляді в картонній упаковці.<br/>Також опціонально можлива поставка цієї моделі шафи з дверима з гартованого скла або суцільнометалевими дверима.;r;10827;UAH;шт.;;;;https://images.prom.ua/4868683103_nastennyj-shkaf-19.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049207;;70306;;;;;;E;https://oniks.org.ua/p2854049207-nastennyj-shkaf-dyujmov.html;;;-;;;;;;;;;;;;;Цвет;;Черный;Комплектация;;"каркас (4 елементи)<br>задня панель (1 елемент)<br>бічні двері (2 елементи)<br>передні двері з акриловим склом (1 елемент)<br>19"""" напрямні (1 пара)<br>кабельне введення (2 елементи) та гумовий ущільнювач,<br>комплект кріплення (гвинти та гайки),";Глубина;;500 мм;Ширина;мм;600 мм;Інше;;поставляється у розібраному вигляді, у картонній упаковці;Висота, U;;12;Конструкция;;"19""""";Максимальне навантаженя;;80 кг;Розміри (ВxШxГ);;640х602х500 мм;Ввод кабеля;;зверху, знизу, ззаду;Вентиляционные отверстия;;збоку;Двери;;з прозорим акриловим склом;Вес;г;21,7 кг;Робоча глибина (мм);;460;Боковые стенки;;съемные,закрываются на замок;;;;;;;;;;;;
600140;Шкаф 9U, 600х500х507 мм (Ш*Г*В), эконом, акриловое стекло, черный (UA-MGSWL95B);Шафа 9U, 600х500х507 мм (Ш*Г*В), економ, акрилове скло, чорна (UA-MGSWL95B);UA-MGSWL95B, серверный шкаф, стойка серверная, телекоммуникационный шкаф, сетевой шкаф, шкаф для серверов, антивандальний шкаф, уличный шкаф, шкаф 19 дюймов, шкаф 42u, шкаф 27u, шкаф 32u, серверный шкаф напольный;UA-MGSWL95B, серверна шафа, стійка серверна, телекомунікаційна шафа, мережева шафа, шафа для серверів, антивандальна шафа, вулична шафа, шафа 19 дюймів, шафа 42u, шафа 27u, шафа 32u, серверна шафа підлогова;"Коммутационный шкаф 19"""" 9 юнитов серии MGSWL от компании CMS, имеет облегченную металлическую конструкцию и используется для построения СКС, ВОЛС, систем видеонаблюдения и СКД. В шкафу размещают патч-панели, которые коммутируют с активным сетевым оборудованием с помощью медных и оптических патч-кордов. Направляющие размещены на расстоянии 19 дюймов (482,6 мм), и регулируются по глубине, что позволяет выполнить настройку под конкретный тип оборудования. Конструкция коммутационного шкафа включает восемь основных элементов, что позволяет собрать ее одному человеку за 15-30 минут, независимо от количества юнитов по высоте.";Комутаційна шафа 19” 9 юнітів серії MGSWL від компанії CMS, має полегшену металеву конструкцію та використовується для побудови СКС, ВОЛЗ, систем відеоспостереження та СКД. В шафі розміщують патч-панелі, які комутують з активним мережевим обладнанням за допомогою мідних та оптичних патч-кордів. Направляючі в шафі розміщені на відстані 19 дюймів (482,6 мм), та регулюються по глибині, що дозволяє виконати налаштування під конкретний тип обладнання. Конструкція комутаційної шафи включає вісім основних елементів, що дозволяє зібрати її одній людині за 15-30 хвилин, незалежно від кількості юнітів по висоті.;r;7409;UAH;шт.;;;;https://images.prom.ua/5045910542_shkaf-9u-600h500h507.jpg;-;0;17012456;Серверные шкафы;https://prom.ua/Shkafy-servernye;;;;;2854049285;;70306;;CMS;;;;E;https://oniks.org.ua/p2854049285-shkaf-600h500h507-shgv.html;;;-;;;;;;;;;;;;;Цвет;;Черный;Комплектация;;"каркас (4 елементи)<br>задня панель (1 елемент)<br>бічні двері (2 елементи)<br>передні двері з акриловим склом (1 елемент)<br>19"""" напрямні (1 пара)<br>комплект кріплення (гвинти та гайки)";Глубина;;500 мм;Ширина;мм;602 мм;Інше;;Направляючі: одна пара без маркування юнітів<br>Товщина металу, мм: 0,8 – 1,5;Висота, U;;9;Конструкция;;"19""""";Максимальне навантаженя;;50 кг;Розміри (ВxШxГ);;507х602х500мм;Ввод кабеля;;зверху, знизу, ззаду;Вентиляционные отверстия;;отвори для кріплення вентиляторів 120 мм розташовані на верхній та нижній панелях;Двери;;з прозорим акриловим склом;Вес;г;15,6 кг;Робоча глибина (мм);;460;Боковые стенки;;із замком;;;;;;;;;;;;
