Посилання_підрозділу;Ідентифікатор_підрозділу;supplier_attribute;supplier_value_substring;prom_attribute;prom_value
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Алюмополіетилен
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Вініл
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Вулканізуючий поліетилен
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Металева стрічка
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Наїріт
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;ПВХ
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Пластмас
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Полівінілхлоридний пластикат
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Поліетилен
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Гума
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Самозатухаючий поліетилен
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Свинець
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Сталь
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Скло
https://prom.ua/Kabel-telefonnyj;7190605;;;Материал оболочки;Бавовна
https://prom.ua/Kabel-telefonnyj;7190605;;;Наявність екрану;Так
https://prom.ua/Kabel-telefonnyj;7190605;;;Наявність екрану;Ні
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 1 екрана;Гофрована труба
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 1 екрана;Стрічка
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 1 екрана;Дріт
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 1 екрана;Фольга
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 2 екрана;Гофрована труба
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 2 екрана;Стрічка
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 2 екрана;Дріт
https://prom.ua/Kabel-telefonnyj;7190605;;;Виконання 2 екрана;Фольга
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 1 екрана;Алюміній
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 1 екрана;Мідь
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 1 екрана;ССА
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 2 екрана;Алюміній
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 2 екрана;Мідь
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал 2 екрана;ССА
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Бежевий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Білий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Бірюзовий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Бордовий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Блакитний
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Жовтий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Зелений
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Золотистий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Коричневий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Червоний
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Помаранчевий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Рожевий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Сірий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Синій
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Бузковий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Темно-сірий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Теракота
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Фіолетовий
https://prom.ua/Kabel-telefonnyj;7190605;;;Колір оболонки;Чорний
https://prom.ua/Kabel-telefonnyj;7190605;;;Площа перетину (кв. мм);Введіть число. Число повинно бути від 0 до 300
https://prom.ua/Kabel-telefonnyj;7190605;;;Наявність жил харчування;Так
https://prom.ua/Kabel-telefonnyj;7190605;;;Наявність жил харчування;Ні
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал жил харчування;CCS
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал жил харчування;Алюміній
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал жил харчування;Мідь
https://prom.ua/Kabel-telefonnyj;7190605;;;Матеріал жил харчування;ССА
https://prom.ua/Kabel-telefonnyj;7190605;;;Кількість жил харчування (шт.);Введіть число. Число повинно бути від 0 до 300
https://prom.ua/Kabel-telefonnyj;7190605;;;Діаметр однієї жили живлення (мм);Введіть число. Число повинно бути від 0 до 300
https://prom.ua/Kabel-telefonnyj;7190605;;;Діаметр жили (мм);Введіть число. Число повинно бути від 0 до 300
https://prom.ua/Kabel-telefonnyj;7190605;;;Мінімальна робоча температура (град.);Введіть число. Число повинно бути від -65 до 0
https://prom.ua/Kabel-telefonnyj;7190605;;;Максимальна робоча температура (град.);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kabel-telefonnyj;7190605;;;Мінімальний радіус вигину (мм);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kabel-telefonnyj;7190605;;;Максимальна радіус вигину (мм);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kabel-telefonnyj;7190605;;;Щільність обплетення (%);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kabel-telefonnyj;7190605;;;Розтягуюче зусилля (Н);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kabel-telefonnyj;7190605;;;Потужність (Вт);Введіть число. Число повинно бути від 0 до 20000
https://prom.ua/Kabel-telefonnyj;7190605;;;"Робоча ємність, не більше (пФ/м)";Введіть число. Число повинно бути від 0 до 400
https://prom.ua/Kabel-telefonnyj;7190605;;;Випробувальна напруга (кВ);Введіть число. Число повинно бути від 0 до 20
https://prom.ua/Kabel-telefonnyj;7190605;;;Хвильовий опір (Ом);Введіть число. Число повинно бути від 0 до 500
https://prom.ua/Kabel-telefonnyj;7190605;;;Опір (Ом/км);Введіть число. Число повинно бути від 0 до 5000
https://prom.ua/Kabel-telefonnyj;7190605;;;Опір ізоляції (ГОм/км);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Kabel-telefonnyj;7190605;;;Номінальна робоча напруга (В);Введіть число. Число повинно бути від 0 до 500
https://prom.ua/Kabel-telefonnyj;7190605;;;Постійна поширення (%);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kabel-telefonnyj;7190605;;;Загасання на 100 м (дБ);Введіть число. Число повинно бути від 0 до 20
https://prom.ua/Kabel-telefonnyj;7190605;;;"Швидкість поширення сигналу, не менше (сек)";Введіть число. Число повинно бути від 0 до 360
