Посилання_підрозділу;Ідентифікатор_підрозділу;supplier_attribute;supplier_value_substring;prom_attribute;prom_value
https://prom.ua/Kamery-videonablyudeniya;301105;;;Максимальне значення фокусної відстані (мм);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kamery-videonablyudeniya;301105;;;Оптичне збільшення (х);Введіть число. Число повинно бути від 0 до 50
https://prom.ua/Kamery-videonablyudeniya;301105;;;Діафрагма;Автоматична (DV)
https://prom.ua/Kamery-videonablyudeniya;301105;;;Діафрагма;Ручне налаштування
https://prom.ua/Kamery-videonablyudeniya;301105;;;Діафрагма;Керована (DC)
https://prom.ua/Kamery-videonablyudeniya;301105;;;Діафрагма;Фіксована
https://prom.ua/Kamery-videonablyudeniya;301105;;;Кут огляду по вертикалі (град.);Введіть число. Число повинно бути від 0 до 180
https://prom.ua/Kamery-videonablyudeniya;301105;;;Кут огляду по горизонталі (град.);Введіть число. Число повинно бути від 0 до 360
https://prom.ua/Kamery-videonablyudeniya;301105;;;Цифрове збільшення (х);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kamery-videonablyudeniya;301105;;;WDR;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;WDR;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;DNR;2D
https://prom.ua/Kamery-videonablyudeniya;301105;;;DNR;3D
https://prom.ua/Kamery-videonablyudeniya;301105;;;DNR;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;DNR;Немає
https://prom.ua/Kamery-videonablyudeniya;301105;;;BLC;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;BLC;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;DSS;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;DSS;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Приватні маски;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Приватні маски;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Виявлення руху;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Виявлення руху;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Розпізнавання номерів;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Розпізнавання номерів;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Аудиовихід;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Аудиовихід;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Компонентний відеовихід;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Компонентний відеовихід;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Композитний відеовихід;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Композитний відеовихід;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Мікрофонний вхід;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Мікрофонний вхід;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Бездротовий інтерфейс;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Бездротовий інтерфейс;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;RS-232;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;RS-233;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;RS-485;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;RS-486;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;ІЧ-порт;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;ІЧ-порт;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Порт для SD-карти;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Порт для SD-карти;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Вбудований мікрофон;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Вбудований мікрофон;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Антивандальний корпус;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Антивандальний корпус;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Підігрів корпусу;Так
https://prom.ua/Kamery-videonablyudeniya;301105;;;Підігрів корпусу;Ні
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP10
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP11
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP12
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP13
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP14
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP15
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP16
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP17
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP18
https://prom.ua/Kamery-videonablyudeniya;301105;;;Захист обладнання від води і пилу IP;IP19
https://prom.ua/Kamery-videonablyudeniya;301105;;;Кут повороту (град.);Введіть число. Число повинно бути від 0 до 360
https://prom.ua/Kamery-videonablyudeniya;301105;;;Кут нахилу (град.);Введіть число. Число повинно бути від 0 до 180
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;PoE
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Батарейки акумуляторного типу
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Батарейки одноразові
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Мережа 110В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Мережа 12В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Мережа 220В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Мережа 24В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Мережа 380В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Живлення;Спеціальний акумулятор
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Мережа 12В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Мережа 110В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Мережа 220В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Мережа 380В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Батарейки одноразові
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Батарейки акумуляторного типу
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Сонячні батареї
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Спеціальний акумулятор
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;Мережа 24В
https://prom.ua/Kamery-videonablyudeniya;301105;;;Додаткове джерело живлення;PoE
https://prom.ua/Kamery-videonablyudeniya;301105;;;Напруга (В);Введіть число. Число повинно бути від 0 до 380
https://prom.ua/Kamery-videonablyudeniya;301105;;;Мінімальна робоча температура (град.);Введіть число. Число повинно бути від -100 до 0
https://prom.ua/Kamery-videonablyudeniya;301105;;;Максимальна робоча температура (град.);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kamery-videonablyudeniya;301105;;;Довжина (мм);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kamery-videonablyudeniya;301105;;;Ширина (мм);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kamery-videonablyudeniya;301105;;;Висота (мм);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kamery-videonablyudeniya;301105;;;Вага (г);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Kamery-videonablyudeniya;301105;;;Гарантійний термін (міс);Введіть число. Число повинно бути від 0 до 120
https://prom.ua/Kamery-videonablyudeniya;301105;;;Колір;Бежевий
https://prom.ua/Kamery-videonablyudeniya;301105;;;Колір;Білий
https://prom.ua/Kamery-videonablyudeniya;301105;;;Колір;Чорно-білий
https://prom.ua/Kamery-videonablyudeniya;301105;;;Колір;Чорний
