Посилання_підрозділу;Ідентифікатор_підрозділу;supplier_attribute;supplier_value_substring;prom_attribute;prom_value
https://prom.ua/Videoregistratory;301101;;;Тривожні входи/виходи;6-Aug
https://prom.ua/Videoregistratory;301101;;;Количество HDD;Введіть число. Число повинно бути від 0 до 30
https://prom.ua/Videoregistratory;301101;;;Суммарная емкость HDD (GB);Введіть число. Число повинно бути від 0 до 100000
https://prom.ua/Videoregistratory;301101;;;Підтримка RAID;Так
https://prom.ua/Videoregistratory;301101;;;Підтримка RAID;Ні
https://prom.ua/Videoregistratory;301101;;;Горячая замена HDD;Так
https://prom.ua/Videoregistratory;301101;;;Горячая замена HDD;Ні
https://prom.ua/Videoregistratory;301101;;;Підтримка PoE;Так
https://prom.ua/Videoregistratory;301101;;;Підтримка PoE;Ні
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;Кнопки на передній/задній панелі
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;ІЧ-пульт
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;ПК миша і/або клавіатура
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;Пульт для відеоспостереження
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;По мережі через ПЗ
https://prom.ua/Videoregistratory;301101;;;Управління відеореєстратором;В вікні WEB-браузера
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;128
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;16
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;24
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;32
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;4
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;64
https://prom.ua/Videoregistratory;301101;;;Кількість вбудованих портів POE;8
https://prom.ua/Videoregistratory;301101;;;Якість картинки (MP);Введіть число. Число повинно бути від 0 до 20
https://prom.ua/Videoregistratory;301101;;;Бездротовий інтерфейс;Так
https://prom.ua/Videoregistratory;301101;;;Бездротовий інтерфейс;Ні
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;1
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;2
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;3
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;4
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;5
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;6
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;7
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;8
https://prom.ua/Videoregistratory;301101;;;Кількість USB-портів;9
https://prom.ua/Videoregistratory;301101;;;RS-232;Так
https://prom.ua/Videoregistratory;301101;;;RS-233;Ні
https://prom.ua/Videoregistratory;301101;;;RS-485;Так
https://prom.ua/Videoregistratory;301101;;;RS-486;Ні
https://prom.ua/Videoregistratory;301101;;;Порт для SD-карти;Так
https://prom.ua/Videoregistratory;301101;;;Порт для SD-карти;Ні
https://prom.ua/Videoregistratory;301101;;;Телеметрія;Так
https://prom.ua/Videoregistratory;301101;;;Телеметрія;Ні
https://prom.ua/Videoregistratory;301101;;;Режимі ручної зйомки;Так
https://prom.ua/Videoregistratory;301101;;;Режимі ручної зйомки;Ні
https://prom.ua/Videoregistratory;301101;;;Режим постійного запису;Так
https://prom.ua/Videoregistratory;301101;;;Режим постійного запису;Ні
https://prom.ua/Videoregistratory;301101;;;Режим запису за розкладом;Так
https://prom.ua/Videoregistratory;301101;;;Режим запису за розкладом;Ні
https://prom.ua/Videoregistratory;301101;;;Режим запису за рухом;Так
https://prom.ua/Videoregistratory;301101;;;Режим запису за рухом;Ні
https://prom.ua/Videoregistratory;301101;;;DualStream;Так
https://prom.ua/Videoregistratory;301101;;;DualStream;Ні
https://prom.ua/Videoregistratory;301101;;;Живлення;PoE
https://prom.ua/Videoregistratory;301101;;;Живлення;Батарейки акумуляторного типу
https://prom.ua/Videoregistratory;301101;;;Живлення;Батарейки одноразові
https://prom.ua/Videoregistratory;301101;;;Живлення;Мережа 110В
https://prom.ua/Videoregistratory;301101;;;Живлення;Мережа 12В
https://prom.ua/Videoregistratory;301101;;;Живлення;Мережа 220В
https://prom.ua/Videoregistratory;301101;;;Живлення;Мережа 380В
https://prom.ua/Videoregistratory;301101;;;Живлення;Спеціальний акумулятор
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Мережа 12В
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Мережа 110В
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Мережа 220В
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Мережа 380В
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Батарейки одноразові
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Батарейки акумуляторного типу
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Сонячні батареї
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;Спеціальний акумулятор
https://prom.ua/Videoregistratory;301101;;;Додаткове джерело живлення;PoE
https://prom.ua/Videoregistratory;301101;;;Напруга (В);Введіть число. Число повинно бути від 0 до 2000
https://prom.ua/Videoregistratory;301101;;;Мінімальна робоча температура (град.);Введіть число. Число повинно бути від -100 до 0
https://prom.ua/Videoregistratory;301101;;;Максимальна робоча температура (град.);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Videoregistratory;301101;;;Довжина (мм);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Videoregistratory;301101;;;Ширина (мм);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Videoregistratory;301101;;;Висота (мм);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Videoregistratory;301101;;;Вага (кг);Введіть число. Число повинно бути від 0 до 200
https://prom.ua/Videoregistratory;301101;;;Гарантійний термін (міс);Введіть число. Число повинно бути від 0 до 120
