Посилання_підрозділу;Ідентифікатор_підрозділу;supplier_attribute;supplier_value_substring;prom_attribute;prom_value
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP33
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP34
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP35
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP36
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP37
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP38
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP39
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP40
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP41
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP42
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP43
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP44
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP45
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP46
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP47
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP48
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP49
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP50
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP51
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP52
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP53
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP54
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP55
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP56
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP57
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP58
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP59
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP60
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP61
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP62
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP63
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP64
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP65
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP66
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP67
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Захист обладнання від води і пилу IP;IP68
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Батарейки акумуляторного типу
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Батарейки одноразові
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Мережа 110В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Мережа 12В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Мережа 220В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Мережа 24В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Мережа 380В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Сонячні батареї
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Живлення;Спеціальний акумулятор
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Мережа 12В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Мережа 110В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Мережа 220В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Мережа 380В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Батарейки одноразові
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Батарейки акумуляторного типу
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Сонячні батареї
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Спеціальний акумулятор
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Додаткове джерело живлення;Мережа 24В
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Напруга (В);Введіть число. Число повинно бути від 0 до 380
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Значення вихідного струму (А);Введіть число. Число повинно бути від 0 до 1000
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Мінімальна робоча температура (град.);Введіть число. Число повинно бути від -100 до 0
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Максимальна робоча температура (град.);Введіть число. Число повинно бути від 0 до 100
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Довжина (мм);Введіть число. Число повинно бути від 0 до 2000
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Ширина (мм);Введіть число. Число повинно бути від 0 до 2000
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Висота (мм);Введіть число. Число повинно бути від 0 до 2000
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Вага (г);Введіть число. Число повинно бути від 0 до 10000
https://prom.ua/Kozhuhi-i-kronshtejny;301112;;;Гарантійний термін (міс);Введіть число. Число повинно бути від 0 до 120
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
