Ідентифікатор_підрозділу;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
71903;Тип комутатора;;"Easy Smart
Smart
Smart Switch
Некерований
Керований рівня 2
Керований рівня 2+
Керований рівня 3+
Керований рівня 3 і вище";Тип портів;;Fast Ethernet|Gigabit Ethernet|10Gigabit Ethernet|Комбіновані|RJ-45|SFP|SFP+|SFP28|QSFP|QSFP+;Загальна кількість портів;шт.;число;Форм-фактор;;"Зовнішній
В стійку
Навісний
Настільний";Стандарт бездротового зв'язку;;"802.11a
802.11ac
802.11ax
802.11b
802.11g
802.11n";"WI-FI частота, ГГц";;"2.4
2.4+5
2.4+5 dual band
2.4+5 three band
5
7";Антени WI-FI;;"Зовнішні, незнімні
Зовнішні, знімні
Внутрішні";"Швидкість WI-FI, Mbit/сек, до";;число;Колір;;"Білий
Сірий";Наявність портів SFP+;;Так;Наявність портів SFP;;Так;Можливість монтажу в стійку;;Так;Стэкирование;;Так;Підтримка PoE;;Так;Заживлення від портів (PoE на виході);;Так;Агрегування каналів (LACP);;Так;;;;;;;;;
