Код_товару;Назва_позиції;Назва_позиції_укр;Пошукові_запити;Пошукові_запити_укр;Опис;Опис_укр;Тип_товару;Ціна;Валюта;Одиниця_виміру;Мінімальний_обсяг_замовлення;Оптова_ціна;Мінімальне_замовлення_опт;Посилання_зображення;Наявність;Кількість;Номер_групи;Назва_групи;Посилання_підрозділу;Можливість_поставки;Термін_поставки;Спосіб_пакування;Спосіб_пакування_укр;Унікальний_ідентифікатор;Ідентифікатор_товару;Ідентифікатор_підрозділу;Ідентифікатор_групи;Виробник;Країна_виробник;Знижка;ID_групи_різновидів;Особисті_нотатки;Продукт_на_сайті;Термін_дії_знижки_від;Термін_дії_знижки_до;Ціна_від;Ярлик;HTML_заголовок;HTML_заголовок_укр;HTML_опис;HTML_опис_укр;Код_маркування_(GTIN);Номер_пристрою_(MPN);Вага,кг;Ширина,см;Висота,см;Довжина,см;Де_знаходиться_товар;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
200000;IP видеокамера Hikvision DS-2CD1321G0-I 2МП (2.8мм);IP відеокамера Hikvision DS-2CD1321G0-I 2МП (2.8мм);DS-2CD1321G0-I, Hikvision DS-2CD1321G0-I, IP Hikvision, Hikvision 2.8мм, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера с ик-подсветкой, купольная камера, цилиндрическая камера, ptz камера, камера для улицы, камера с записью, камера видеонаблюдения, уличная камера видеонаблюдения, камера безопасности, hd камера видеонаблюдения, камера видеонаблюдения с записью, камера наблюдения с датчиком движения, камера видеонаблюдения wifi, камеры видеонаблюдения для дома;DS-2CD1321G0-I, Hikvision DS-2CD1321G0-I, IP Hikvision, Hikvision 2.8мм, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера з ІЧ-підсвіткою, купольна камера, циліндрична камера, ptz камера, камера для вулиці, камера з записом, камера відеоспостереження, вулична камера відеоспостереження, камера безпеки, hd камера відеоспостереження, камера відеоспостереження з записом, камера спостереження з датчиком руху, камера відеоспостереження wifi, камери відеоспостереження для дому;● Разрешение 2МП, 1/2.9"" CMOS - матрица,<br>● Фокус 2.8мм (угол обзора 94°),<br>● Максимальное разрешение видео 2 МП (1920 × 1080) - 25 к\с,<br>● Кодеки H.265+/H.265/H.264+/H.264,<br>● ИК свет (до 20м),<br>● Функции изображения: DWDR, 3D DNR, BLC, HLC,<br>● Обнаружение движения, исключения,<br>● 12 VDC/PoE,<br>● IP67,<br>● Цвет корпуса - белый;● Роздільна здатність 2МП, 1/2.9"" CMOS - матриця,<br>● Фокус 2.8мм (кут огляду 94°),<br>● Максимальна роздільна здатність відео 2 МП (1920 × 1080) - 25 к\с,<br>● Кодеки H.265+/H.265/H.264+/H.264,<br>● ІЧ світло (до 20м),<br>● Функції зображення: DWDR, 3D DNR, BLC, HLC,<br>● Виявлення руху, виключення,<br>● 12 VDC/PoE,<br>● IP67,<br>● Колір корпусу – білий;r;2537,0;UAH;шт.;;;;https://viatec.ua/upload/images/prod/2024-06/DS-2CD1321G0-I.webp;+;100;140905382;Безопасность и Умный дом;https://prom.ua/Kamery-videonablyudeniya;;;;;;;301105;;Hikvision;;;;PROM;https://viatec.ua/product/DS-2CD1321G0-I-28;;;;;;;;;;;;;;;;Матриця;;1/2.9"" Progressive Scan CMOS;Мін. чутливість;;колір: 0.01 лк(F2.0, AGC вкл), Ч/Б: 0 лк з ІЧ;Швидкість затвора;;1/3 - 1/100 000 с;Придушення шуму (DNR);;3D;DWDR;;Поддерживает;Регулювання по осях;;панорамування: 0 ° - 360 °, нахил: 0 ° - 75 °, поворот: 0 ° - 360 °;Фокусна відстань;;2.8мм;Апертура;;F2.2;Кути огляду;;Г: 94°, В: 51°, Д: 112°;Тип підсвічування;;ІЧ;Дальність підсвічування;;20м;Відео компресія;;H.265+/H.265/H.264+/H.264;Кількість потоків;;2;Роздільна здатність відео;;1920 × 1080, 1280 × 720, 640 × 480, 640 × 360;Частота кадрів (головний потік);;1920 × 1080, 1280 × 720 - 25 к/с;Частота кадрів (доп. потік);;640 × 480, 640 × 360 - 25 к/с;Виявлення об'єкта (DORI - не аналітика);;48 м;Спостереження за об'єктом (DORI - не аналітика);;19 м;Розпізнавання об'єкту (DORI - не аналітика);;9 м;Ідентифікація об'єкта (DORI - не аналітика);;4 м;BLC;;Підтримує;HLC;;Підтримує;Тригери тривоги;;виявлення руху, виключення;Програмне забезпечення;;iVMS-4200;Сумісність;;ISAPI, SDK;Мережеві інтерфейси;;1 RJ45 10 M/100 M;Живлення;;12В DC;PoE;;802.3af;Потужність споживання;;6.5 Вт;Ступінь захисту;;IP67;Робоча температура;;-30 °C - +60 °C;Розміри;;Ø 109.9 × 103.6 мм;Вага;;300 г;Матеріал;;пластик;Кількість в ящику;;24 шт;Розмір упаковки (Ш х В х Г);;135 x 110 x 135 мм;Вага брутто;;0.42 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200001;IP видеокамера VIASecurity VIA-IPC-4TE-LIM 4МП (2.8мм);IP відеокамера VIASecurity VIA-IPC-4TE-LIM 4МП (2.8мм);VIA-IPC-4TE-LIM, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера с ик-подсветкой, купольная камера, цилиндрическая камера, ptz камера, камера для улицы, камера с записью, камера видеонаблюдения, уличная камера видеонаблюдения, камера безопасности, hd камера видеонаблюдения, камера видеонаблюдения с записью, камера наблюдения с датчиком движения, камера видеонаблюдения wifi, камеры видеонаблюдения для дома;VIA-IPC-4TE-LIM, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера з ІЧ-підсвіткою, купольна камера, циліндрична камера, ptz камера, камера для вулиці, камера з записом, камера відеоспостереження, вулична камера відеоспостереження, камера безпеки, hd камера відеоспостереження, камера відеоспостереження з записом, камера спостереження з датчиком руху, камера відеоспостереження wifi, камери відеоспостереження для дому;● Разрешение 4МП, 1/3"" CMOS -матрица,<br>● Фокус 2.8мм (угол обзора 98°),<br>● Максимальное разрешение видео 4 МП (2560 × 1440) - 25 к\с,<br>● Кодеки H.264, H.265, MJPEG,<br>● ИК+видимый свет (до 30м),<br>● Функции изображения: детектор движения с фильтрацией по типу цели (человек/автомобиль),<br>● 12 VDC/PoE,<br>● IP67,<br>● Цвет корпуса - белый;● Роздільна здатність 4МП, 1/3"" CMOS-матриця,<br>● Фокус 2.8мм (кут огляду 98°),<br>● Максимальна роздільна здатність відео 4 МП (2560 × 1440) - 25 к\с,<br>● Кодеки H.264, H.265, MJPEG,<br>● ІЧ+видиме світло (до 30м),<br>● Функції зображення: детектор руху з фільтрацією по типу цілі (людина/автомобіль),<br>● 12 VDC/PoE,<br>● IP67,<br>● Колір корпусу – білий;r;4257,0;UAH;шт.;;;;https://viatec.ua/upload/2/VIA-IPC-4TE-LIM2,8.webp;+;100;140905382;Безопасность и Умный дом;https://prom.ua/Kamery-videonablyudeniya;;;;;;;301105;;;;;;PROM;https://viatec.ua/product/VIA-IPC-4TE-LIM;;;;;;;;;;;;;;;;Матриця;;1/3’’ Progressive Scan CMOS;Мін. чутливість;;в кольорі: 0.005 Lux @ (F1.6, AGC ON), ІЧ: 0 Lux;Швидкість затвора;;1/3 - 1/100 000 с;WDR;;120 дБ;BLC;;Підтримує;HLC;;Підтримує;Фокусна відстань;;2.8 мм;Кути огляду;;Г: 98°, В: 54°, Д: 114°;Регулювання по осях;;Горизонтально: 0° - 360°, Вертикально: 0° - 90°, Обертання 0° - 360°;Виявлення об'єкта (DORI - не аналітика);;63 м;Спостереження за об'єктом (DORI - не аналітика);;25 м;Розпізнавання об'єкту (DORI - не аналітика);;12 м;Ідентифікація об'єкта (DORI - не аналітика);;6 м;Апертура;;F1.6;Тип підсвічування;;ІЧ+видиме світло;Дальність підсвічування;;30 м;Відео компресія;;H.264, H.265, MJPEG;Роздільна здатність відео;;2560х1440, 1920х1440, 1280х720/640х480/640х360;Кількість потоків;;2;Частота кадрів (головний потік);;2560х1440 - 25 к/с;Частота кадрів (доп. потік);;1280 × 720, 640 × 480, 640 × 360 - 25 к/с;Частота кадрів (дод2. Потік);;1280х720/640х480/640х360 - 25 к/с;Метод зберігання;;Слот для Micro SD картки (до 512 Гб);Сумісність;;ONVIF (S, T, G);Мережеві інтерфейси;;1 RJ45 10 M/100 M self-adaptive Ethernet;Перетин лінії;;Підтримує;Вторгнення в область;;Підтримує;Цільові типи;;Підтримує;Аудіо інтерфейси;;вбудований мікрофон;Живлення;;12 В DC;PoE;;IEEE 802.3af, Class 3, макс. 6.5 Вт;Потужність споживання;;5 Вт;Робоча температура;;-30℃ - +60℃;Ступінь захисту;;IP67;Розміри;;Ø 110 × 89.2 мм;Вага;;340 г;Матеріал;;метал+пластик;Розмір упаковки (Ш х В х Г);;150 x 140 x 150 мм;Вага брутто;;0.54 кг;Строк гарантії;;24 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200002;IP видеокамера VIA SECURITY VS-B12A 2МП (2.8мм);IP відеокамера VIA SECURITY VS-B12A 2МП (2.8мм);VS-B12A, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера с ик-подсветкой, купольная камера, цилиндрическая камера, ptz камера, камера для улицы, камера с записью, камера видеонаблюдения, уличная камера видеонаблюдения, камера безопасности, hd камера видеонаблюдения, камера видеонаблюдения с записью, камера наблюдения с датчиком движения, камера видеонаблюдения wifi, камеры видеонаблюдения для дома;VS-B12A, камера 2mp, камера 4mp, камера 5mp, камера 8mp, tvi камера, ahd камера, камера 3.6 мм, камера з ІЧ-підсвіткою, купольна камера, циліндрична камера, ptz камера, камера для вулиці, камера з записом, камера відеоспостереження, вулична камера відеоспостереження, камера безпеки, hd камера відеоспостереження, камера відеоспостереження з записом, камера спостереження з датчиком руху, камера відеоспостереження wifi, камери відеоспостереження для дому;● Разрешение 2МП, 1/2.9"" CMOS-матрица,<br>● Фокус 2.8мм (угол обзора 102°),<br>● Максимальное разрешение видео 2 МП (1920×1080) – 25 к\с,<br>● Кодеки S+265/H.265/H.264B/H.264M/H.264H,<br>● ИК свет (до 30м),<br>● Функции изображения: 3D DNR, HLC, BLC,<br>● Аналитика и алармы: обнаружение движения, конфликт IP адресов,<br>● IEEE 802.3af, макс. 6 Вт,<br>● IP67,<br>● Цвет корпуса – белый;● Роздільна здатність 2МП, 1/2.9"" CMOS-матриця,<br>● Фокус 2.8мм (кут огляду 102°),<br>● Максимальна роздільна здатність відео 2 МП (1920×1080) - 25 к\с,<br>● Кодеки S+265/H.265/H.264B/H.264M/H.264H,<br>● ІЧ світло (до 30м),<br>● Функції зображення: 3D DNR, HLC, BLC,<br>● Аналітика та аларми: виявлення руху, конфлікт IP адрес,<br>● IEEE 802.3af, макс. 6 Вт,<br>● IP67,<br>● Колір корпусу – білий;r;1157,0;UAH;шт.;;;;https://viatec.ua/upload/images/prod/2024-08/b12a.webp;+;100;140905382;Безопасность и Умный дом;https://prom.ua/Kamery-videonablyudeniya;;;;;;;301105;;Via Security;;;;PROM;https://viatec.ua/product/VIA-SECURITY-VS-B12A;;;;;;;;;;;;;;;;Матриця;;1/2.9"" CMOS;Мін. чутливість;;Кольорове зображення: 0.02 люкс (F1.6, АRP увімк.), Ч/Б: 0 люкс з ІЧ- підсвічуванням;Швидкість затвора;;1 - 1/100 000 с;Придушення шуму (DNR);;3D;BLC;;Підтримує;HLC;;Підтримує;DWDR;;підтримує;Регулювання по осях;;0~360°(Н), 0~80°(П), 0~360(О);Фокусна відстань;;2.8 мм;Кути огляду;;102,8°(Г), 57,6°(В), 117,8°(Д);Апертура;;F2.0;Тип підсвічування;;ІЧ;Дальність підсвічування;;30 м;Відео компресія;;S+265/H.265/H.264B/H.264M/H.264H;Роздільна здатність відео;;1920×1080, 1280×720, 640×480, 704×576, 704×576, 704×288, 640×360, 352×288;Кількість потоків;;2;Частота кадрів (головний потік);;1920×1080, 1280×720, 640×480, 704×576 - 25 к/с;Частота кадрів (доп. потік);;704×576, 704×288, 640×360, 352×288 - 25 к/с;Метод зберігання;;FTP;Сумісність;;ONVIF(Profile S/T), SDK, CGI, Milestone, RTSP;Аудіо інтерфейси;;вбудований мікрофон;Мережеві інтерфейси;;1 х RJ-45 (10/100 Base-T);Виявлення об'єкта (DORI - не аналітика);;40 м;Спостереження за об'єктом (DORI - не аналітика);;15 м;Розпізнавання об'єкту (DORI - не аналітика);;8 м;Ідентифікація об'єкта (DORI - не аналітика);;4 м;Тригери тривоги;;виявлення руху, конфлікт IP адрес;PoE;;PoE: IEEE 802.3af;Потужність споживання;;6 Вт;Робоча температура;;-30°C - +60°C;Ступінь захисту;;Від перенапруги 4000В, Електростатичний розряд 6000В, IP67;Розміри;;164 х 73 х 66 мм;Матеріал;;метал + пластик;Кількість в ящику;;36 шт;Розмір упаковки (Ш х В х Г);;90 x 90 x 180 мм;Вага брутто;;0.28 кг;Строк гарантії;;12 міс.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
